asin,title,brand_name,price_value,review_count,avg_review_rating,rating_variability,avg_sentiment,is_successful
B01AK7Z1ZG,"Champion Men's Sport Shorts, Moisture Wicking, Athletic Shorts, Gym Shorts (Reg. Or Big & Tall)",Champion Store,18.7425,10,4.7000000000000000,0.67494855771055289778,0.289527890076829,0
B01AZ4DAJ8,U.S. Polo Assn. Men’s Undershirt – 4 Pack Crew Neck Short Sleeve T-Shirt,Brand: U.S. Polo Assn.,26.951,10,3.9000000000000000,1.4491376746189439,0.2129166667,0
B01AZ4DAKM,U.S. Polo Assn. Men's Undershirts - 4 Pack V Neck Undershirts for Men (S-XL),Brand: U.S. Polo Assn.,29.95,10,4.3000000000000000,1.2516655570345725,0.359531746031746,0
B01BDZMIK0,Polo Ralph Lauren Men's Classic Fit Jersey Short Sleeve Tee,POLO RALPH LAUREN Store,55,1,5.0000000000000000,,0.5,0
B01BDZMRR4,Polo Ralph Lauren Men's Jersey Short Sleeve Tee,POLO RALPH LAUREN Store,42,10,3.8000000000000000,1.6193277068654826,0.262714285742857,0
B01BFJM9BW,French Toast Boys' Short Sleeve Crewneck Tee,French Toast Store,7.506,10,4.8000000000000000,0.42163702135578391094,0.446369047619048,0
B01BUGS7DO,Carhartt Men's Rain Defender Relaxed Fit Heavyweight Softshell Jacket,Carhartt Store,119.99,10,4.9000000000000000,0.31622776601683793320,0.332657738095238,0
B01C7KBKJU,Men's Cotton Welcro Pocket Dhoti 32 White,Brand: PRAKASAM COTTON,,10,3.8000000000000000,1.6193277068654826,0.426673611111111,0
B01DOLE1QA,"Hanes Essentials Sweatpants, Men’s Cotton Jersey Pants with Pockets, 33”",Hanes Store,11.3343,10,4.5000000000000000,0.70710678118654752440,0.21624358044733,0
B01DTY5PGW,Lee Women's Plus Size Relaxed Fit Straight Leg Jean,Lee Store,28.0035,10,4.5000000000000000,0.70710678118654752440,0.306532208267923,0
B01EMMB4LK,The Children's Place Boys' Uniform Short Sleeve Pique Polo,The Children's Place Store,6.9946,10,4.9000000000000000,0.31622776601683793320,0.359206680885252,0
B01EX7UGI6,Exotic India Afterglow Dhoti and Angavastram Set from Kashi with Wov - Off-White,Exotic India Store,,1,5.0000000000000000,,0.55,0
B01FKZRV4M,The Children's Place Boys' Bottoms Cargo Shorts,The Children's Place Store,11.9729,10,4.8000000000000000,0.42163702135578391094,0.348041255041255,0
B01G3LZ0IG,PUMA Mens Tazon 6 Cross Trainer,PUMA Store,35.005,10,4.7000000000000000,0.67494855771055289778,0.442789682539683,0
B01GH5JOJY,Under Armour Men's Tech Golf Polo,Under Armour Store,23.6941,10,4.9000000000000000,0.31622776601683793320,0.352571893775825,0
B01GH5KNR6,Under Armour Men's Tech Golf Polo,Under Armour Store,18.8053,0,,,,0
B01GH5KOZ2,Under Armour Men's Tech Golf Polo,Under Armour Store,19.5551,0,,,,0
B01GQBWBYO,Wrangler Men's Retro Slim Fit Straight Leg Jeans,Wrangler Store,39.0043,2,5.0000000000000000,0,0.167166666666667,0
B01H7ENCLA,Levi Strauss Signature Gold Men's Carpenter Jeans,Levi Strauss Signature Gold Store,23.9814,10,4.6000000000000000,0.69920589878010103133,0.396041666666667,0
B01H7HOS6U,"Champion Men's Joggers, Powerblend, Fleece Joggers, Comfortable Sweatpants for Men (Reg. or Big & Tall)",Champion Store,29.9533,10,4.9000000000000000,0.31622776601683793320,0.27463774654608,0
B01IA6CJ36,Skechers Men's Cankton Steel Toe Construction Shoe,Skechers Store,69.9918,10,4.6000000000000000,0.69920589878010103133,0.217869332729686,0
B01IR7TZWG,Levi's Men's 505 Regular Fit Jeans (Also Available in Big & Tall),Levi's Store,47.1732,10,4.9000000000000000,0.31622776601683793320,0.336686972273024,0
B01ISMKS7G,Levi's Men's 569 Loose Straight Fit Jeans,Levi's Store,59.9914,10,4.9000000000000000,0.31622776601683793320,0.352464068999783,0
B01JQTOOMA,Amazon Essentials Men's Classic-Fit Wrinkle-Resistant Flat-Front Chino Pant (Available in Big & Tall),Amazon Essentials Store,29.5,10,4.4000000000000000,0.69920589878010103133,0.203290911587043,0
B01JQTRMEC,Amazon Essentials Men's Classic-Fit Cargo Short (Available in Big & Tall),Amazon Essentials Store,13.2517,10,4.6000000000000000,0.69920589878010103133,0.284787835383989,0
B01JZ0XPDE,Hoerev Men Casual Beach Trousers Linen Summer Pants,Hoerev Store,28.99,10,4.3000000000000000,0.82327260234856460197,0.167788731060309,0
B01L0B0B24,Tommy Hilfiger Men's Down Alternative Hooded Puffer Jacket (Standard and Big & Tall),Tommy Hilfiger Store,84,4,4.7500000000000000,0.50000000000000000000,0.328745791245791,0
B01L8JJ5KC,"Hanes Men's EcoSmart Fleece, Pullover Crewneck Sweatshirt, 1 or 2 Pack",Hanes Store,11.9933,10,4.5000000000000000,0.70710678118654752440,0.153441269378769,0
B01L9H7IS4,"Hanes Sport Xtemp Workout Pockets, Men's Training Pants",Hanes Store,15.9045,10,4.3000000000000000,0.82327260234856460197,0.22910487772609,0
B01LXS51OS,LONDON FOG Men's Wool Blend Car Coat with Bib,LONDON FOG Store,119.97,10,4.7000000000000000,0.67494855771055289778,0.426909013605442,0
B01M0DR0HO,"Gildan Adult Fleece Open Bottom Sweatpants with Pockets, Style G18300",Gildan Store,10.9915,10,4.5000000000000000,0.70710678118654752440,0.231731055580127,0
B01M2CO9DQ,"Simple Joys by Carter's Baby Girls' Long-Sleeve Bodysuit, Pack of 5",Simple Joys by Carter's Store,15.2215,10,4.9000000000000000,0.31622776601683793320,0.406500000022222,0
B01M2ZRGN4,Under Armour Men's Sportstyle Tricot Joggers,Under Armour Store,52.7412,10,4.9000000000000000,0.31622776601683793320,0.367164097476597,0
B01M3U4MS1,YuanLu Boys Suit for Kids Tuxedo Wedding Ring Bearer Outfit Boy Formal Suits 5 Piece Slim Fit Dresswear Suit Set,Brand: YuanLu,47.99,1,5.0000000000000000,,0.67,0
B01M5JGO6D,Simple Joys by Carter's unisex-baby 6-piece Bodysuits (Short and Long Sleeve) and Pants Set,Simple Joys by Carter's Store,23.305,10,4.9000000000000000,0.31622776601683793320,0.406319444444444,0
B01MDOUGX4,Lacoste Men's Short Sleeve Crew Neck Pima Cotton Jersey T-Shirt,Lacoste Store,29.995,10,4.3000000000000000,1.2516655570345725,0.131311544298052,0
B01MRVU8WD,Clarks Women's Emslie Lulin Dress Pump,Clarks Store,63.1026,10,4.5000000000000000,0.70710678118654752440,0.346324404761905,0
B01MSM0SU4,Simple Joys by Carter's baby-girls 6-piece Bodysuits (Short and Long Sleeve) and Pants Set,Simple Joys by Carter's Store,24.5,10,4.8000000000000000,0.42163702135578391094,0.320175192672196,0
B01MSUQY5T,Haggar Men's Cool 18 Pro Classic Fit Pleat Front Hidden Expandable Waist Pant (Regular and Big & Tall Sizes),Haggar Store,38.0046,10,4.9000000000000000,0.31622776601683793320,0.444047619047619,0
B01MYQDZU2,Wrangler Men's Retro Relaxed Fit Bootcut Jeans,Wrangler Store,51.6724,10,4.3000000000000000,1.2516655570345725,0.282078869057143,0
B01MZFNQNC,Haggar Men's Premium No Iron Khaki Classic Fit Expandable Waist Flat Front Pant (Regular and Big & Tall Sizes),Haggar Store,38.0046,3,4.6666666666666667,0.57735026918962576451,0.26815581804891,0
B01N28YIF8,Haggar Men's Casual Classic Fit Denim Trouser Pant-Regular and Big & Tall Sizes,Haggar Store,42.5039,10,4.9000000000000000,0.31622776601683793320,0.328662797619048,0
B01N58LDY4,FREDD MARSHALL Men's Skinny Slim Fit Stretch Straight Leg Fashion Jeans Pants,FREDD MARSHALL Store,23.994,10,3.5000000000000000,1.8408935028645435,0.2647261002886,0
B01N7VGA1T,Dockers Men's Classic Fit Easy Khaki Pants (Regular and Big & Tall),DOCKERS Store,39.99,10,4.6000000000000000,0.69920589878010103133,0.447861111111111,0
B01NA0C8IO,Dockers Men's Classic Fit Easy Khaki Pants - Pleated (Standard and Big & Tall),DOCKERS Store,39.99,10,4.7000000000000000,0.67494855771055289778,0.317934382844047,0
B06VZ3RCYS,"Hanes Men’s X-Temp Short Sleeve Polo Shirt, Midweight Men's Shirt",Hanes Store,11.0042,10,4.6000000000000000,0.69920589878010103133,0.279880291005291,0
B06XCQSPKL,"Hanes, EcoSmart Fleece Sweats for Men, Open Bottom Sweatpants, 30.5""",Hanes Store,15.0017,0,,,,0
B06XD4BK82,"Hanes, EcoSmart Fleece Sweats for Men, Open Bottom Sweatpants, 30.5""",Hanes Store,9.9845,10,4.5000000000000000,0.70710678118654752440,0.195814213564214,0
B071GB2K21,Skechers Women's Go Walk Joy Sneaker,Skechers Store,35.003,10,3.7000000000000000,1.7029386365926401,0.189040476157143,0
B071H3C5HP,Levi's Men's 511 Slim Fit Jeans (Also Available in Big & Tall),Levi's Store,59.99,10,4.7000000000000000,0.48304589153964795245,0.267303950310239,0
B071HWBZX1,"Little Me Baby Boys' Assorted, Multi, 0-12/12-24 Month",Little Me Store,12.295,10,4.9000000000000000,0.31622776601683793320,0.371071428571429,0
B071WY2Q29,"Amazon Essentials Men's Crew Neck T-Shirts, Pack of 6, Versatile Basics,",Amazon Essentials Store,24.4,10,4.6000000000000000,0.69920589878010103133,0.237765155854751,0
B0728KK8VK,"Amazon Essentials Men's Performance Tech Loose-Fit Shorts (Available in Big & Tall), Pack of 2",Amazon Essentials Store,19,10,4.5000000000000000,0.70710678118654752440,0.42541060103131,0
B072FBNZHL,Skechers Men's Go Walk Max Slip-On Shoes,Skechers Store,49.2924,10,4.5000000000000000,0.70710678118654752440,0.229879789224412,0
B072JLTLQT,Simple Joys by Carter's baby-girls 3-pack Snap-up Rompers,Simple Joys by Carter's Store,18.8412,2,5.0000000000000000,0,0.225446428571429,0
B072QRN7HR,"Hanes Men's EcoSmart Fleece, Pullover Crewneck Sweatshirt, 1 or 2 Pack",Hanes Store,11.3037,10,4.7000000000000000,0.67494855771055289778,0.253205272998865,0
B073372KDR,Levi Strauss Signature Gold Men's Regular Fit Flex Jeans (Available in Big & Tall),Levi Strauss Signature Gold Store,27.99,11,4.8181818181818182,0.40451991747794525174,0.41319150969151,0
B073QX15SG,Ariat Men's M2 Boot Cut Jean,ARIAT Store,59.95,10,4.7000000000000000,0.67494855771055289778,0.31219246031746,0
B073R217LC,"Champion Men's Joggers, Lightweight Lounge Pants, Jersey Graphic Pants for Men, 31""",Champion Store,18.8146,10,4.6000000000000000,0.69920589878010103133,0.314486074771789,0
B073SLX239,Amazon Essentials Men's Classic-Fit Wrinkle-Resistant Pleated Chino Pant (Available in Big & Tall),Amazon Essentials Store,25.4211,10,4.5000000000000000,0.70710678118654752440,0.357197570947571,0
B073T4FJS1,Bruno Marc Men's Slip on Dress Loafers Formal Shoes,Bruno Marc Store,39.9917,10,4.6000000000000000,0.69920589878010103133,0.361202380952381,0
B073V3JSSB,Levi Strauss Signature Gold Men's Bootcut Fit Jeans,Levi Strauss Signature Gold Store,27.99,4,4.7500000000000000,0.50000000000000000000,0.323610440298948,0
B073V3LPFL,Levi Strauss Signature Gold Men's Relaxed Fit Flex Jeans (Available in Big & Tall),Levi Strauss Signature Gold Store,27.99,10,4.9000000000000000,0.31622776601683793320,0.39626956722123,0
B073WMFKPZ,Simple Joys by Carter's Baby Girls' 3-Pack Cotton Sleeper Gown,Simple Joys by Carter's Store,16.5,10,4.8000000000000000,0.42163702135578391094,0.371151515151515,0
B0743MHBYZ,Ultra Dry Thermal Underwear For Kids Long Johns Fleece Lined Leggings And Shirt Boy And Girl Unisex Underwear Base Layer,Ultra Dry Store,21.9,10,4.7000000000000000,0.48304589153964795245,0.305231351981352,0
B0744PN2MV,Simple Joys by Carter's Baby 3-Pack Neutral Cotton Sleeper Gown,Simple Joys by Carter's Store,16.5,10,4.8000000000000000,0.42163702135578391094,0.436879482300853,0
B074KL2SHP,Wrangler Authentics Men's Regular Fit Comfort Flex Waist Jean,Wrangler Store,29.99,14,4.9285714285714286,0.26726124191242438468,0.329769849179591,0
B074KL8RVS,Wrangler Men's Regular Fit Comfort Flex Waist Jean,Brand: Wrangler,30,19,4.7368421052631579,0.73349280562690780119,0.448475924660135,0
B074P49GC8,Hudson Baby Unisex Baby Plush Animal Face Bathrobe,Hudson Baby Store,10.99,9,4.8888888888888889,0.33333333333333333333,0.26282848324515,0
B074XY7MTG,"Hanes Men's Moisture-Wicking Crewneck Performance Undershirt, 5-Pack",Hanes Store,24.5,10,2.9000000000000000,2.0248456731316587,0.146106268601281,0
B075M97YPB,chouyatou Men's Classic Notched Collar Double Breasted Wool Blend Pea Coat,chouyatou Store,58.9841,10,4.1000000000000000,1.2866839377079189,0.236965245163158,0
B075MXZ12G,Wrangler Authentics Men's Performance Comfort Flex Cargo Short,Wrangler Authentics Store,28.3,10,4.9000000000000000,0.31622776601683793320,0.329083663162235,0
B076TG95HL,Skechers Women's Summits Sneaker,Skechers Store,40.0118,10,4.5000000000000000,0.70710678118654752440,0.300739763708514,0
B0775MHKD6,Amazon Essentials Men's Regular-Fit Long-Sleeve Casual Poplin Shirt,Amazon Essentials Store,18.7821,10,4.5000000000000000,0.70710678118654752440,0.303499014994667,0
B0777YX2L3,Skechers Men's Nampa groton,Skechers Store,34.9938,10,4.6000000000000000,0.69920589878010103133,0.185257401910326,0
B077PHG1MV,Dockers Men's Classic Fit Signature Lux Cotton Pleated Stretch Pants (Regular and Big & Tall),DOCKERS Store,49.99,10,4.7000000000000000,0.67494855771055289778,0.441641129032258,0
B077SVB38N,5Mayi Mens Underwear Boxer Briefs Cotton Men's Boxer Briefs Underwear Men Pack,5Mayi Store,26.9913,10,4.4000000000000000,0.69920589878010103133,0.23170399441828,0
B077XM54L9,Under Armour Men's Sportstyle Left Chest Short Sleeve T-Shirt,Under Armour Store,16.9932,10,4.6000000000000000,0.69920589878010103133,0.387091269874603,0
B077XQ3L5L,Under Armour Men's Tech 2.0 Long-Sleeve T-Shirt,Under Armour Store,30,10,4.7000000000000000,0.48304589153964795245,0.316548611111111,0
B077ZG222Z,"Gildan Mens Underwear Boxer Briefs, Multipack",Gildan Store,16.99,4,4.7500000000000000,0.50000000000000000000,0.385655929038282,0
B077ZH6ZRD,"Gildan Men's A-Shirt Tanks, Multipack, Style G1104",Gildan Store,15.2715,10,4.6000000000000000,0.69920589878010103133,0.233717755367359,0
B077ZJC1N9,"Gildan Men's V-Neck T-Shirts, Multipack, Style G1103",Gildan Store,15.1224,10,4.8000000000000000,0.42163702135578391094,0.309755412421379,0
B077ZJXCTS,"Gildan Men's Crew T-Shirts, Multipack, Style G1100",Gildan Store,19.97,2,4.5000000000000000,0.70710678118654752440,0.218705357142857,0
B07815BYTV,Under Armour Men's Tech 2.0 V-Neck Short-Sleeve T-Shirt,Under Armour Store,16.9332,10,4.5000000000000000,0.70710678118654752440,0.343817640692641,0
B07848QFW3,Dockers Men's Classic Fit Signature Khaki Lux Cotton Stretch Pants,DOCKERS Store,39.992,11,4.7272727272727273,0.64666979068286325959,0.204175685455988,0
B07849QXR8,Dockers Men's Straight Fit Signature Lux Cotton Stretch Khaki Pant,DOCKERS Store,41.3917,10,4.6000000000000000,0.69920589878010103133,0.402393328172549,0
B0785VV446,Under Armour Men's Tech 2.0 Short-Sleeve T-Shirt,Under Armour Store,16.5334,10,4.6000000000000000,0.69920589878010103133,0.332711172161172,0
B078HZRH3L,Cole Haan Mens 2.Zerogrand Laser Wingtip Oxford,Cole Haan Store,139.9912,10,4.9000000000000000,0.31622776601683793320,0.405842490842491,0
B078LC7GCX,"Champion Men's T-Shirt, Classic Graphic T-Shirt, Soft and Comfortable T-Shirts for Men, Script Logo (Reg. or Big & Tall)",Champion Store,9.0064,11,4.9090909090909091,0.30151134457776362265,0.408584385942341,0
B078LZL68J,Wrangler Authentics Men's Classic 5-Pocket Regular Fit Flex Jean,Wrangler Authentics Store,31.77,10,3.9000000000000000,1.4491376746189439,0.168611670770004,0
B0792XJHZL,TACVASEN Men's Special Ops Military Tactical Rain Jackets Winter Warm Fleece Softshell Hooded Raincoat Snowboard,TACVASEN Store,53.9831,10,4.5000000000000000,0.70710678118654752440,0.231398033384835,0
B079GXK2KS,Converse Chuck Taylor All Star Lift Women's Lace Up Canvas Sneaker,Brand: Converse,69.957,10,4.9000000000000000,0.31622776601683793320,0.355694715007215,0
B07B41HCNS,New Balance Men's 608 V5 Casual Comfort Cross Trainer,New Balance Store,64.9813,10,4.7000000000000000,0.48304589153964795245,0.238294071349526,0
B07B422G13,New Balance Women's 608 V5 Cross Trainer,New Balance Store,60.142,10,4.7000000000000000,0.67494855771055289778,0.21451390309426,0
B07B6KT78H,Lee Women's Ultra Lux Comfort with Flex Motion Bootcut Jean,Lee Store,27.7025,9,4.6666666666666667,0.70710678118654752440,0.215450086905401,0
B07B8HYGXW,adidas Boys' Iconic Tricot Athletic Pants,adidas Store,24.0033,3,5.0000000000000000,0,0.512857142857143,0
B07BHKQ8SM,Lee Men's Extreme Motion Athletic Taper Jean,Lee Store,39.905,1,5.0000000000000000,,0.105731922398589,0
B07BJKT4ZB,Amazon Essentials Men's Slim-Fit Casual Stretch Chino Pant,Amazon Essentials Store,28.5,10,4.6000000000000000,0.69920589878010103133,0.237994825708061,0
B07BJKWX4Y,Amazon Essentials Slim Fit Jeans For Men,Amazon Essentials Store,19.293,11,4.0909090909090909,1.2210278829367865,0.314367709740873,0
B07BJLDWXJ,Amazon Essentials Men's Skinny-Fit Stretch Jean,Amazon Essentials Store,28.5,10,4.5000000000000000,0.70710678118654752440,0.2336307997558,0
B07BJT1V5K,Amazon Essentials Mens Straight-Fit Casual Stretch Chino Pants,Amazon Essentials Store,23.7,10,4.4000000000000000,0.69920589878010103133,0.384195977646032,0
B07BN24BLX,Nautica Men's Short Sleeve Solid Stretch Cotton Pique Polo Shirt,Nautica Store,28.01,11,4.8181818181818182,0.40451991747794525174,0.441690667287258,0
B07BN52FT6,Nautica Men's Short Sleeve Solid Stretch Cotton Pique Polo Shirt,Nautica Store,27.3,1,5.0000000000000000,,0.426530612244898,0
B07BN72SZ5,Amazon Essentials Men's Lightweight Water-Resistant Packable Hooded Puffer Jacket,Amazon Essentials Store,28.9332,10,4.7000000000000000,0.67494855771055289778,0.216257904996129,0
B07BPPGDWH,Nike Dri-FIT Icon,Brand: Nike,33.24,2,5.0000000000000000,,0.162291666666667,0
B07C8C786Y,INNERSY Men's Boxer Briefs Cotton Stretchy Underwear 7 Pack for a Week,INNERSY Store,35.99,10,4.9000000000000000,0.31622776601683793320,0.350758917008917,0
B07CL5HT3S,Simple Joys by Carter's Baby Hooded Sweater Jacket with Sherpa Lining,Simple Joys by Carter's Store,18,10,4.9000000000000000,0.31622776601683793320,0.300563492063492,0
B07DBS6VLL,Hanes Men's X-Temp 12-Pack Active Cool Crew Socks,Hanes Store,26.8225,10,4.6000000000000000,0.69920589878010103133,0.306105158730159,0
B07DPCDSWS,Reebok Unisex Adult Club C 85 Vintage,Unknown,69.9922,10,4.8000000000000000,0.42163702135578391094,0.321395021645022,0
